id,brand,categories,asins,n_reviews,example_text,avg_rating
AVpik9dz1cnluZ0-OmaB,Amazon,"Amazon Devices,Kindle Store,Kindle Accessories",B00DOPNK14,4,"more evolutionary than revolutionary, but worth the upgrade 11, this is the fifth e-ink kindle reader that i've bought. my wife and i were early adopters of kindle, and when we buy a new kindle, the old one goes to the next niece or nephew in line. i loved the original paperwhite, with its small size, touch screen, front-lighting, and virtual keyboard. the all-new paperwhite is a definite step up, and for me, it was worth the move, but others will have to decide for themselves. if you read a lot, and you don't already have one of the newer e-ink kindles, it's definitely worth upgrading to the paperwhite. if you have the original paperwhite, the upgrade is well worth considering. although i've only had the new paperwhite a few hours, i'm already glad i upgraded. here's a summary of my initial impressions of the new paperwhite.size: it's the same size as the original paperwhite - 6.7x4.6x0.36. the weight has been reduced slightly from 7.8 ounces to 7.3 ounces. the paperwhite is very comfortable to hold in one hand, which is how i usually read. the really good news is that if you have a case for the original paperwhite, it will also fit the new one (thank you, amazon). if you buy a case, i highly recommend that the case include the magnetic autowake function. it's much easier to turn the kindle on and off without fumbling for the small power switch.lighting: the front-lighting is noticeably improved over the original paperwhite, which had slightly visible shadows coming from the bottom edge where the led lights were located. (it didn't bother me, but some readers were annoyed by that.) i couldn't see any shadows in the new paperwhite, where the lighting appears brighter and more uniform. with the paperwhite's front lighting, you'll never need a clip-on light, even in total darkness.read more amazon",4.5
AVpjWh8e1cnluZ0-Vy0O,Amazon,"Electronics,Amazon Devices",B00LWHU9D8,87,"unreal performance for 99! i couldn't be happier. 6, i'll preface this by saying that i own an ipad, and was not expecting a 99 tablet to perform at anywhere near that level. i have followed the early reviews closely, and after seeing enough satisfied customers, i figured i'd give the kindle fire hd 6 a try. i chose the base 8 gb with special offers and my plan was to use it as a secondary e-reader and a secondary or even tertiary vehicle for internet access. what i've found is a powerful little tablet, so far completely free of the bugs and laggy speeds mentioned in the early reviews. in fact, performance has so exceeded expectations that i consider this perhaps the year's best purchase.first off the look is nice. it's sleek, (i ordered the black model) and though actually quite a bit heavier than i'd imagined, it's not heavy enough to be considered a negative. the display is fantastic, and its quality was the first big surprise. the touch screen performs incredibly well, and to this point, i have experienced immediate response. to the point where i have to say touch response so far is indistinguishable from my ipad. based on early reviews, this was not the case, so i have been quite pleasantly surprised. the fire is very user friendly and easy to intuit. for those who do not feel confident with navigation of a new device, there is an immediate onscreen tutorial (with an option to skip) to guide you.i first checked out the e-reader function. my books loaded immediately and easily from the cloud and i really like the functionality of the reader.read more amazon",5.0
AVqCB9kvnnc1JgDc3JFU,Amazon,"Amazon Devices,Electronics,Kindle Store,Amazon Echo",B01KIOU214,9,"uber awesome, in fact you can even order an uber ride from it!! 14, love our new echo! i have been watching the reviews online and checking with friends that have purchased the echo to see how much they liked or disliked its features. last person i talked to went on and on about all the things there were using it for and that persuaded me it was time and amazon prime day was the perfect opportunity to go for it. amazon did a fantastic job of creating this tubular info-taining command center! there are so many cool and awesome things its able to do that i'll hit the highlights that work for our household. first, we love that it follows your voice in the room (the circle lighting will show which direction it is 'listening'), the speaker is wonderfully balanced, so whether listening to music, the news or to alexa speaking, i have nothing but high marks for its sound quality, given its size. next, set up (after downloading the app to our iphones) was quick, easy and very intuitive. the more you look over the app, the more you will realize a world of 'skills' (as amazon refers to them - we've nicked named them echolettes lol) that the unit is able to perform once they are turned on and you master the right sequence of keywords to initialize them. we've added things to shopping lists, while asking about the weather and our calendar of events and then asked alexa to change the temp of our nest thermostats in various parts of the house, simply by saying her name and then our commands, sometimes sitting in the living room or simply pass through - she is always there listening and ready. we've ordered some led programmable lights and i can hardly wait for alexa to help set the mood in the house, room to room, all from a simple voice request.read more amazon",5.0
AVqCFeGxv8e3D1O-lK7-,Amazon,"Amazon Devices,Kindle Accessories",B01KVZDFD2,6,"kindle 8th generation kids bundle i bought 2 of these for christmas presents and i have to say they aren't very kid friendly. every kindle i've had in the past has been pretty easy to use, this one has a lot of options that i think could be elsewhere to make it easier for a child to navigate. they have an easier time using the other devices (kindle fire, or kindle app on their other tablets) which is unfortunate because i wanted them to be able to have something strictly for reading. also for a kids bundle its very disappointing that most children's books don't work with this device. no where on the kids bundle page does it state this is an 8th generation kindle. now, i have a few kindles and have bought new ones as they come out, but i haven't followed close enough to know this is an 8th generation without that information available on the page. i planned on buying these devices so bought a bunch of books listed as available for e-readers 5th generation. i assumed since it was the latest one listed, and my new devices didn't have anything listed, it was the latest. i just found out today that its an 8th generation and a lot of books aren't available on this device, with hopes that will change in the future. so now i have a lot of money spent on books they have to read on their old devices (the devices with games and access to the internet and videos). i spent extra money on 2 new devices so they had something to use daily without that access, all to find out their age appropriate books can't be read on their new devices. i think this information should be available to parents who are looking for a device they can sit their kids down with and not have to worry about them not focusing on something so important to them. reading is important to children of all ages, and they can only read at their own levels.read more amazon",4.333333333333333
AVsRilrqnnc1JgDc34jd,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Controllers & Remote Controls,Kindle Store,Amazon Echo Accessories,Remote Controls",B01E9AHU8Q,7,"has trouble understanding commands, volume control slow to respond as good as the echo is, the echo voice remote seems to leave much to be desired. whereas the echo dot recognizes my voice immediately and correctly interprets my commands consistently, the voice remote is far less likely to do so. sometimes i'm not even heard at all. i often have to repeat commands several times before the echo responds to me. plus the volume control on the remote is slow to respond. and i don't mean a millisecond slow. the volume won't change for several seconds after the button is pushed.yes, this is the new generation voice remote.aha! you say. you must be too far away from the echo dot.granted, i am on the other side of the house when i use the voice remote. however, that doesn't explain why the shuffle button works immediately and correctly--every time. plus doesn't amazon brag on the device's great range if it was a distance problem, wouldn't the shuffle button have the same connectivity issue no, either i have a bad remote or the voice remote doesn't work as effectively and effortlessly as the echo dot itself. that's too bad.*** update ***i discovered that there is a trick to being understood when you use the voice remote, but it also comes with a gotcha. when you press down and hold the talk button on the voice remote, it's the equivalent of using the wake word on the echo itself (alexa, for example.) since you can't see the leds on the echo respond to the wake word, the echo makes a tone to let you know that it's listening. there is a second a different acknowledgement tone after you release the talk button. the echo now knows that you have finished with your command or question.read more amazon",3.4285714285714284
AVsRinWmQMlgsOJE6zxC,Amazon,"Amazon Devices,Electronics,Kindle Store",B010BWYDYA,3,"this is a steal for 50 as long as you arent expecting a premium experience. 14, i pre-ordered this for my wife mostly to use as a kindle e-reader as i figured the tablet would be slow and the display would be less than impressive. i was wrong. what a bargain this little beauty is! this model cost 49.00 but it comes with ad's displayed on the lock screen when your tablet is dormant. once your screen times out, they disappear. you can pay 15.00 up front to get an ad free version so i assumed to unlock the tablet i'd have to spend 15 to 30 seconds looking at an ad for amazon prime, or a product from the daily specials section of amazon.com i abstained from paying for ad removal and was pleasantly surprised to find that the ads are only on the lock screen and that as soon as i unlock the tablet they disappear immediately.here are my pros and cons thus far.pro:perfect size for ebooks, and web surfing to alleviate strain on the eyes from my 5 phone displaynice sturdy casing that gives it a nice heft but still weighs in as one of the lighter tablets on the marketchild accounts- amazon allows you to set up this tablet with age restricted access for kids making this a low cost piece of tech that is perfect for school kids and allows mom and dad to ration the amount of time lil johnny can play clash of clans and how much he can hit the ol' visa card for.battery life thus far wife was on it for about 5 hours last night and battery was at about 46kindle integration -this goes without saying but having my ebooks and audible books synced to the tablet is awesome and my kindle books look greatprice - it's a 50.read more amazon",4.666666666666667
AVsRipBGv8e3D1O-lxRe,Amazon,"Amazon Devices,Electronics,Kindle Store",B01K8B8YA8,13,"a new companion for my brother with ms 33, my brother robert who has been bed ridden and paralyzed with multiple sclerosis from his neck down for more than 30 years now has a new friend named alexa! he was in tears with happiness when alexa played 70's music, played jeopardy, answered all his questions and wakes him up every morning. thank you amazon for giving my brother a new bedside companion.happy holidaysroy amazon",4.6923076923076925
AVsRjfwAU2_QcyX9PHqe,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Power Adapters & Cables,Kindle Store,Kindle E-Reader Accessories,Kindle Paperwhite Accessories",B01J2G4VBG,17,"because i like it, but feel it's overpriced according to the info, the paperwhite charges faster with the charger made for a kindle but i think any brand will work. it came in a package deal when i bought my paperwhite otherwise i would've skipped it used what i've been using for my old kindle. i gave it 4 stars, because i like it, but feel it's overpriced. amazon",4.0588235294117645
AVzRkFTFvKc47QAVd43-,Amazon,"Amazon Devices,Kindle Store",B071NMTDHR,18,"a nice case that works well to protect your tablet! this is a good case that provides adequate protection for your new 8 inch 2017 kindle fire. inside it features a plastic frame that you snap your kindle into. the frame solidly holds your kindle into place and also covers the corners of the tablet and protects it during drops. the case weighs in at 4.66 ounces.the exterior of the case is a fiber cover that looks stylish. it is available in canary yellow, charcoal black, cobalt blue, marine blue and punch red. the one in my video is marine blue. the top cover has magnets in it that hold the cover closed and also tightly attach it to the back surface of the case when the cover is fully opened.the cover also has magnets in it that turn off the tablet when you close the cover and turn it on when you open the cover. i like that feature as it helps to conserve battery power. the inside surface of the cover is a micro fiber material and that protects your tablet screen from scratches when the cover is closed.i like that the micro sd card slot is covered when the tablet is installed in the case. that helps to protect the sd card from being lost or quickly stolen. a large memory size sd card can cost 47 to almost 100 and the added security is helpful.the tablets speakers are uncovered when the tablet is opened and when it is properly stood up in the landscape mode so you can watch a video. i show this in my product video. all of the top controls and ports are available while the tablet is in the case. that includes the volume controls, the headphone jack, the microphone, the power charging port and the power on/off button.the cover flap can be partially folded to allow you to stand the tablet into the portrait mode or in the landscape mode for reading, browsing the internet or watching movies.read more amazon",3.5555555555555554
AVzRlo37glJLPUi8FbPy,Amazon,"Amazon Devices,Kindle Store",B01LW1MS9C,10,"great upgrade for aesthetics i'm a huge fan of the echo family. i have two echo's, three dots and one tap. no they aren't essential to my life but i love playing music, listening to the news and controlling the philips hue smart lights throughout my home. it was a large investment that most of the population won't make - with that being said i am not a huge fan of the way the hockey puck dots look like. glossy plastic looks a little cheap to me although it has no effect on the performance of them. having the dot cover is a great option and it looks fantastic.some reviewers say they look cheap or fit too loose - i'm not sure why people are moving their dots. since dots are made to be stationary, have a loose fitting cover isn't an issue. to me, it fits perfectly. they also aren't made of real fabric, but the important part is that it does look like the fabric in the picture. not being fabric is a better option considering plastic is much more durable than material and will hold its color better if your dot happens to get sunlight.i bought three covers - blue, grey and white. they all look good but the grey is my favorite as it doesn't attract more attention than it needs to. with that being said, i like all three colors.edit 07/11/2017 - these covers hold up well over time. mine haven't collected dust or faded. i've kept them on for over half a year and not a single issue (not that i'd expect any besides possible fading). amazon",4.7
AVzRloqLGV-KLJ3aavBd,Amazon,"Amazon Devices,Kindle Store",B07194GPJV,25,"a great choice for a good looking and durable case to protect the new 7 fire tablet over the years, i've tried a variety of cases for the various models of kindle and fire tablet that i've purchased from amazon. while i've found a few third party covers that have been durable and attractive, i found myself coming back to amazon's own product when i purchased one of their new 7 fire tablets, and i'm pleased with it.this is a very good quality cover, it fits well, and it provides support to the tablet both in landscape and portrait orientation. it's made of fabric on the outside, with a microfiber inner lining to protect the screen of the tablet when the cover is closed. it matches the color of the fire tablet perfectly.my only hesitation in purchasing it was the price - the case all by itself is fully half the price of the fire tablet! but i suppose that says more about how cheap the tablet is, than how expensive the case is (kind of).still, i decided to spend the money for this case. the tablet needs the protection and i know from experience that amazon's cases are durable and will last for a long time (i've used my original kindle paperwhite - first generation model - with case since it was first purchased).i'll post some photos of the cover to show how it is packaged and how it looks on the tablet. i'm very satisfied with it. amazon",3.68
AVzRlpC2vKc47QAVd5FA,Amazon,"Amazon Devices,Kindle Store",B0716JZKLT,9,perfect fit for fire 8 tablet. fits perfect on the new fire 8 kids tablet!! thanks so much for another great product! amazon,5.0
AVzRlpC8glJLPUi8FbQA,Amazon,"Amazon Devices,Kindle Store",B01LW1MS9C,10,"great upgrade for aesthetics i'm a huge fan of the echo family. i have two echo's, three dots and one tap. no they aren't essential to my life but i love playing music, listening to the news and controlling the philips hue smart lights throughout my home. it was a large investment that most of the population won't make - with that being said i am not a huge fan of the way the hockey puck dots look like. glossy plastic looks a little cheap to me although it has no effect on the performance of them. having the dot cover is a great option and it looks fantastic.some reviewers say they look cheap or fit too loose - i'm not sure why people are moving their dots. since dots are made to be stationary, have a loose fitting cover isn't an issue. to me, it fits perfectly. they also aren't made of real fabric, but the important part is that it does look like the fabric in the picture. not being fabric is a better option considering plastic is much more durable than material and will hold its color better if your dot happens to get sunlight.i bought three covers - blue, grey and white. they all look good but the grey is my favorite as it doesn't attract more attention than it needs to. with that being said, i like all three colors.edit 07/11/2017 - these covers hold up well over time. mine haven't collected dust or faded. i've kept them on for over half a year and not a single issue (not that i'd expect any besides possible fading). amazon",4.7
AVzRlpElvKc47QAVd5FB,Amazon,"Amazon Devices,Kindle Store",B0711C7WL2,10,great case! i am extremely pleased with this case. though lightweight it is well constructed and crafted in a way so that it protects the kindle from bumps and bruises and it also will protect the screen if the kindle happens to fall on its face. this is a great buy and i highly recommend if you want to keep your kindle safe from harm amazon,4.6
AVzRlqklGV-KLJ3aavB0,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Kindle Store,Kindle E-Reader Accessories,Kindle Oasis Accessories",B01HC1S9HU,8,"beautiful and functional originally got the walnut cover with my oasis. it's very nice, and i would describe it as a suede material. for me, the walnut cover didn't age well. lots of scratching, which is' necessarily a bad thing, but it also seemed to darken a bit which made it a bit dirty. the merlot cover is also very nice and ages a whole lot better. after some months of use, it looks as good today as when i first bought it. oasis covers in general are very functional. the 2nd battery in the cover is genius. since i found i really like reading my oasis without the cover, i love the easy on/off design of the case. amazon",4.0
